id,brand,color_name,color_code,finish_type,texture_code,image_url,source_image_url,notes
MEL-EGG-068,Egger,Stone Grey,U727,textured_tfl,ST9,/melamines/MEL-EGG-068.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2024/05/U727-Stone-Grey-ST9.jpg,via Decotec
MEL-EGG-069,Egger,Cassis,U444,textured_tfl,ST9,/melamines/MEL-EGG-069.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2026/02/U444_Cassis.png,via Decotec
MEL-EGG-070,Egger,Taupe Grey,U750,textured_tfl,ST9,/melamines/MEL-EGG-070.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2024/05/U750-Taupe-Grey-ST9-1.jpg,via Decotec
MEL-EGG-071,Egger,Dust Grey,U732,textured_tfl,ST9,/melamines/MEL-EGG-071.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2024/05/U732-Dust-Grey-ST9.jpg,via Decotec
MEL-EGG-072,Egger,Cubanit Grey,U767,textured_tfl,ST9,/melamines/MEL-EGG-072.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2024/05/U767-Cubanit-Grey-ST9.jpg,via Decotec
MEL-EGG-073,Egger,Reed Green,U604,textured_tfl,ST9,/melamines/MEL-EGG-073.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2024/05/U604-Reed-Green-ST9.jpg,via Decotec
MEL-EGG-074,Egger,Monument Grey,U780,textured_tfl,ST9,/melamines/MEL-EGG-074.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2024/05/U780-Monument-Grey-ST9.jpg,via Decotec
MEL-EGG-075,Egger,Misty Blue,U502,textured_tfl,ST9,/melamines/MEL-EGG-075.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2024/05/U502-Misty-Blue-ST9.jpg,via Decotec
MEL-EGG-076,Egger,Graphite Grey,U961,textured_tfl,ST7,/melamines/MEL-EGG-076.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2024/05/U961-Graphite-Grey-ST7.jpg,via Decotec
MEL-EGG-077,Egger,Alpine White,W1100,perfectsense_pm,ST9,/melamines/MEL-EGG-077.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2023/01/W1100-alipine-white-PM-1-scaled.jpg,via Decotec; PerfectSense
MEL-EGG-078,Egger,Alpine White,W1100,perfectsense_pg,ST9,/melamines/MEL-EGG-078.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2022/11/W1100-Alpine-White-PG-Border-1.jpg,via Decotec; PerfectSense
MEL-EGG-079,Egger,Light Grey,U708,perfectsense_pm,ST9,/melamines/MEL-EGG-079.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2022/09/U708-Light-Grey-PM-ST9.jpg,via Decotec; PerfectSense
MEL-EGG-080,Egger,Cashmere Grey,U702,perfectsense_pm,ST9,/melamines/MEL-EGG-080.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2022/09/U702-Cashmere-Grey-PM-ST9.jpg,via Decotec; PerfectSense
MEL-EGG-081,Egger,Stone Grey,U727,perfectsense_pm,ST9,/melamines/MEL-EGG-081.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2022/09/U727-Stone-Grey-PM-ST9.jpg,via Decotec; PerfectSense
MEL-EGG-082,Egger,Dust Grey,U732,perfectsense_pm,ST9,/melamines/MEL-EGG-082.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2022/09/U732-Dust-Grey-PM-ST9.jpg,via Decotec; PerfectSense
MEL-EGG-083,Egger,Dust Grey,U732,perfectsense_pg,ST9,/melamines/MEL-EGG-083.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2023/01/U732-Dust-Grey-PG-ST9-e1673979824592.png,via Decotec; PerfectSense
MEL-EGG-084,Egger,Indigo Blue,U599,perfectsense_pm,ST9,/melamines/MEL-EGG-084.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2022/09/U599-Indigo-Blue-PM-ST9.jpg,via Decotec; PerfectSense
MEL-EGG-085,Egger,Dark Steel,F627,perfectsense_pm,ST9,/melamines/MEL-EGG-085.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2024/11/F627PM-2.jpg,via Decotec; PerfectSense
MEL-EGG-086,Egger,Graphite Grey,U961,perfectsense_pm,ST9,/melamines/MEL-EGG-086.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2022/11/U961-PM-Cropped-1.jpg,via Decotec; PerfectSense
MEL-EGG-087,Egger,Black,U999,perfectsense_pm,ST19,/melamines/MEL-EGG-087.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2023/05/U999_PM-1.jpg,via Decotec; PerfectSense
MEL-EGG-088,Egger,Chilli Red,U323,perfectsense_pg,ST9,/melamines/MEL-EGG-088.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2023/10/U323_PG_T.png,via Decotec; PerfectSense
MEL-EGG-089,Egger,White Levanto Marble,F812,perfectsense_pm,ST9,/melamines/MEL-EGG-089.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2022/09/F812-White-Levanto-Marble-PM-ST9.jpg,via Decotec; PerfectSense
MEL-EGG-090,Egger,Marmara Marble,F160,perfectsense_pm,ST9,/melamines/MEL-EGG-090.jpg,https://cdn-decotecinc.b-cdn.net/wp-content/uploads/2022/09/F160-Marmara-Marble-PM-ST9.jpg,via Decotec; PerfectSense
MEL-TRN-001,Tru North,Alabama Cherry,Alabama Cherry,tfl,,/melamines/MEL-TRN-001.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/17.png,image pending Chrome session
MEL-TRN-002,Tru North,Alexandria Walnut,Alexandria Walnut,tfl,,/melamines/MEL-TRN-002.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/20.png,image pending Chrome session
MEL-TRN-003,Tru North,Almond,Almond,tfl,,/melamines/MEL-TRN-003.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/23.png,image pending Chrome session
MEL-TRN-004,Tru North,Antique White,Antique White,tfl,,/melamines/MEL-TRN-004.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/27.png,image pending Chrome session
MEL-TRN-005,Tru North,Black,Black,tfl,,/melamines/MEL-TRN-005.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/21.png,image pending Chrome session
MEL-TRN-006,Tru North,Cascade Rift,Cascade Rift,tfl,,/melamines/MEL-TRN-006.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Cascade-Rift-1.png,via Intermountain Wood Products
MEL-TRN-007,Tru North,Durango Oak,Durango Oak,tfl,,/melamines/MEL-TRN-007.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Durango-Oak.png,via Intermountain Wood Products
MEL-TRN-008,Tru North,Flaming Gorge Rift,Flaming Gorge Rift,tfl,,/melamines/MEL-TRN-008.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Flaming-Gorge-Rift.png,via Intermountain Wood Products
MEL-TRN-009,Tru North,Fog Grey,Fog Grey,tfl,,/melamines/MEL-TRN-009.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/11.png,image pending Chrome session
MEL-TRN-010,Tru North,Folkstone Grey,Folkstone Grey,tfl,,/melamines/MEL-TRN-010.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/12.png,image pending Chrome session
MEL-TRN-011,Tru North,Hardrock Maple,Hardrock Maple,tfl,,/melamines/MEL-TRN-011.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/24.png,image pending Chrome session
MEL-TRN-012,Tru North,Hewned Barnwood,Hewned Barnwood,tfl,,/melamines/MEL-TRN-012.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/6.png,image pending Chrome session
MEL-TRN-013,Tru North,Hewned Beach,Hewned Beach,tfl,,/melamines/MEL-TRN-013.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/5.png,image pending Chrome session
MEL-TRN-014,Tru North,Jackson Aspen,Jackson Aspen,tfl,,/melamines/MEL-TRN-014.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Jackson-Aspen.png,via Intermountain Wood Products
MEL-TRN-015,Tru North,Lochsa Rosewood,Lochsa Rosewood,tfl,,/melamines/MEL-TRN-015.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Lochsa-Rosewood.png,via Intermountain Wood Products
MEL-TRN-016,Tru North,Medium Sycamore,Medium Sycamore,tfl,,/melamines/MEL-TRN-016.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/18.png,image pending Chrome session
MEL-TRN-017,Tru North,Moab Rift,Moab Rift,tfl,,/melamines/MEL-TRN-017.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Moab-Rift.png,via Intermountain Wood Products
MEL-TRN-018,Tru North,Natural Jute,Natural Jute,tfl,,/melamines/MEL-TRN-018.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/9.png,image pending Chrome session
MEL-TRN-019,Tru North,Natural Maple,Natural Maple,tfl,,/melamines/MEL-TRN-019.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/22.png,image pending Chrome session
MEL-TRN-020,Tru North,Palisades Oak,Palisades Oak,tfl,,/melamines/MEL-TRN-020.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Palisades-Oak.png,via Intermountain Wood Products
MEL-TRN-021,Tru North,Pepperdust,Pepperdust,tfl,,/melamines/MEL-TRN-021.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/13.png,image pending Chrome session
MEL-TRN-022,Tru North,Polar White,Polar White,tfl,,/melamines/MEL-TRN-022.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/26.png,image pending Chrome session
MEL-TRN-023,Tru North,Silver Frost,Silver Frost,tfl,,/melamines/MEL-TRN-023.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/25.png,image pending Chrome session
MEL-TRN-024,Tru North,Stone Textile,Stone Textile,tfl,,/melamines/MEL-TRN-024.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Stone-Textile.png,via Intermountain Wood Products
MEL-TRN-025,Tru North,Storm,Storm,tfl,,/melamines/MEL-TRN-025.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/15.png,image pending Chrome session
MEL-TRN-026,Tru North,Summer Cotton,Summer Cotton,tfl,,/melamines/MEL-TRN-026.jpg,https://www.intermountainwood.com/wp-content/uploads/2024/04/10.png,image pending Chrome session
MEL-TRN-027,Tru North,Sweetwater Rift,Sweetwater Rift,tfl,,/melamines/MEL-TRN-027.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Sweetwater-Rift.png,via Intermountain Wood Products
MEL-TRN-028,Tru North,Wasatch Rift,Wasatch Rift,tfl,,/melamines/MEL-TRN-028.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Wasatch-Rift.png,via Intermountain Wood Products
MEL-TRN-029,Tru North,Yellowstone Oak,Yellowstone Oak,tfl,,/melamines/MEL-TRN-029.jpg,https://www.intermountainwood.com/wp-content/uploads/2023/11/Yellowstone-Oak.png,via Intermountain Wood Products
MEL-SWD-001,Stevenswood,Valenti Walnut,W03,tfl,,/melamines/MEL-SWD-001.jpg,https://stevens-wood.com/wp-content/uploads/W03-Valenti-Walnut-Copy-1.png,partial list — more colors via Chrome
MEL-SWD-002,Stevenswood,Amble Walnut,W04,tfl,,/melamines/MEL-SWD-002.jpg,https://stevens-wood.com/wp-content/uploads/W04-Amble-Walnut-Copy-2.png,partial list — more colors via Chrome
MEL-SWD-003,Stevenswood,Opus Walnut,W13,tfl,,/melamines/MEL-SWD-003.jpg,https://stevens-wood.com/wp-content/uploads/W13-Opus-Walnut-Copy.png,partial list — more colors via Chrome
MEL-SWD-004,Stevenswood,Roan Walnut,W43,tfl,,/melamines/MEL-SWD-004.jpg,https://stevens-wood.com/wp-content/uploads/W43-Roan-Walnut-Copy-1.png,partial list — more colors via Chrome
MEL-SWD-005,Stevenswood,Magpie Walnut,W45,tfl,,/melamines/MEL-SWD-005.jpg,https://stevens-wood.com/wp-content/uploads/W45-Magpie-Walnut-Copy-1.png,partial list — more colors via Chrome
MEL-SWD-006,Stevenswood,Cognac Walnut,W68,tfl,,/melamines/MEL-SWD-006.jpg,https://stevens-wood.com/wp-content/uploads/W68-Cognac-Walnut-Copy-1.png,partial list — more colors via Chrome
MEL-SWD-007,Stevenswood,Nova Itabri,W77,tfl,,/melamines/MEL-SWD-007.jpg,https://stevens-wood.com/wp-content/uploads/W77-Nova-Itabri-Copy-1.png,partial list — more colors via Chrome
MEL-SWD-008,Stevenswood,Jordan Itabri,W80,tfl,,/melamines/MEL-SWD-008.jpg,https://stevens-wood.com/wp-content/uploads/W80-Jordan-Itabri-Copy-1.png,partial list — more colors via Chrome
MEL-SWD-009,Stevenswood,Sandro Itabri,W89,tfl,,/melamines/MEL-SWD-009.jpg,https://stevens-wood.com/wp-content/uploads/W89-Sandro-Itabri-Copy.png,partial list — more colors via Chrome
MEL-SWD-010,Stevenswood,Outer Banks Oak,514,tfl,,/melamines/MEL-SWD-010.jpg,https://stevens-wood.com/wp-content/uploads/514-OUTER-BANKS-OAK-TIM.jpg,partial list — more colors via Chrome
MEL-SWD-011,Stevenswood,Battle Creek Oak,592,tfl,,/melamines/MEL-SWD-011.jpg,https://stevens-wood.com/wp-content/uploads/592-BATTLE-CREEK-OAK-TIM.jpg,partial list — more colors via Chrome
MEL-SWD-012,Stevenswood,Door County Oak,603,tfl,,/melamines/MEL-SWD-012.jpg,https://stevens-wood.com/wp-content/uploads/603-DOOR-COUNTY-OAK-TIM.jpg,partial list — more colors via Chrome
MEL-SWD-013,Stevenswood,Karius Walnut,784,tfl,,/melamines/MEL-SWD-013.jpg,https://stevens-wood.com/wp-content/uploads/48192_Sary_Walnut_Lab_Sary-Midcentury.jpg,partial list — more colors via Chrome
MEL-SWD-014,Stevenswood,Tyne Walnut,774,tfl,,/melamines/MEL-SWD-014.jpg,https://stevens-wood.com/wp-content/uploads/48192_Sary_Walnut_Lab_Sary-Honey.jpg,partial list — more colors via Chrome
MEL-SWD-015,Stevenswood,Tino Walnut,669,tfl,,/melamines/MEL-SWD-015.jpg,https://stevens-wood.com/wp-content/uploads/48192_Sary_Walnut_Lab_Sary-9035306.jpg,partial list — more colors via Chrome
MEL-SWD-016,Stevenswood,Solano Walnut,540,tfl,,/melamines/MEL-SWD-016.jpg,https://stevens-wood.com/wp-content/uploads/48192_Sary_Walnut_Lab_Sary-9035312.jpg,partial list — more colors via Chrome
MEL-SWD-017,Stevenswood,Tuscany Walnut,579,tfl,,/melamines/MEL-SWD-017.jpg,https://stevens-wood.com/wp-content/uploads/48192_Sary_Walnut_Lab_Sary-9035322.jpg,partial list — more colors via Chrome
MEL-SWD-018,Stevenswood,Tonali Walnut,633,tfl,,/melamines/MEL-SWD-018.jpg,https://stevens-wood.com/wp-content/uploads/48192_Sary_Walnut_Lab_Sary-9035357.jpg,partial list — more colors via Chrome
MEL-SWD-019,Stevenswood,Natural Elm,574,tfl,,/melamines/MEL-SWD-019.jpg,https://stevens-wood.com/wp-content/uploads/574-NATURAL-ELM.jpg,partial list — more colors via Chrome
MEL-SWD-020,Stevenswood,Iron Oak,637,tfl,,/melamines/MEL-SWD-020.jpg,https://stevens-wood.com/wp-content/uploads/637-IRON-OAK-TIM.jpg,partial list — more colors via Chrome
MEL-SWD-021,Stevenswood,Lakefront Oak,654,tfl,,/melamines/MEL-SWD-021.jpg,https://stevens-wood.com/wp-content/uploads/654-LAKEFRONT-OAK-TIM.jpg,partial list — more colors via Chrome
MEL-TAF-001,Tafisa,Muse,M2061,ICONIQ,M2061 (Q),/melamines/MEL-TAF-001.jpg,https://tafisa.ca/sites/default/files/2026-02/iconiq_24x24_m2061q_muse_muse_med_res.png,HPL: T2061 (QI)
MEL-TAF-002,Tafisa,Masterpiece,M2062,ICONIQ,M2062 (Q),/melamines/MEL-TAF-002.jpg,https://tafisa.ca/sites/default/files/2026-02/iconiq_24x24_m2062q_mast_chef-doeuvre_med_res.png,HPL: T2062 (QI)
MEL-TAF-003,Tafisa,Emblem,M2063,ICONIQ,M2063 (Q),/melamines/MEL-TAF-003.jpg,https://tafisa.ca/sites/default/files/2026-02/iconiq_24x24_m2063q_emblem_embleme_med_res.png,HPL: T2063 (QI)
MEL-TAF-004,Tafisa,Prodigy,M2064,ICONIQ,M2064 (Q),/melamines/MEL-TAF-004.jpg,https://tafisa.ca/sites/default/files/2026-02/iconiq_24x24_m2064q_prodigy_virtuose_med_res.png,HPL: T2064 (QI)
MEL-TAF-005,Tafisa,Maestro,M2065,ICONIQ,M2065 (Q),/melamines/MEL-TAF-005.jpg,https://tafisa.ca/sites/default/files/2026-02/iconiq_24x24_m2065q_maestro_maestro_med_res.png,HPL: T2065 (QI)
MEL-TAF-006,Tafisa,Pioneer,M2066,ICONIQ,M2066 (Q),/melamines/MEL-TAF-006.jpg,https://tafisa.ca/sites/default/files/2026-02/iconiq_24x24_m2066q_pioneer_pionnier_med_res.png,HPL: T2066 (QI)
MEL-TAF-007,Tafisa,Black,M203,ICONIQ,M203(Q),/melamines/MEL-TAF-007.jpg,https://tafisa.ca/sites/default/files/2026-03/texture_iconiq_retouche_low-res.png,HPL: T203(QI)
MEL-TAF-008,Tafisa,Morning Dew,M763,ICONIQ,M763(Q),/melamines/MEL-TAF-008.jpg,https://tafisa.ca/sites/default/files/2026-02/iconiq_24x24_m763q_morning_dew_rosee_du_matin_med_res.png,HPL: T763(QI)
MEL-TAF-009,Tafisa,Winter Fun!,HG2004,HighGloss,HG2004,/melamines/MEL-TAF-009.jpg,https://tafisa.ca/sites/default/files/2024-02/M2004%28Y%29-LessGreen.jpg,HPL: T2004HG
MEL-TAF-010,Tafisa,Winter Fun!,M2004,Prelude,M2004 (Y),/melamines/MEL-TAF-010.jpg,https://tafisa.ca/sites/default/files/2020-03/Tafisa_M2004%28Y%29_24X24_72dpi.jpg,HPL: T2004 (VA)
MEL-TAF-011,Tafisa,Latitude North,L530,Authentica,L530 (A),/melamines/MEL-TAF-011.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L530%28A%29_24X24_72dpi.jpg,HPL: T530 (AT)
MEL-TAF-012,Tafisa,White Chocolate,L492,Lummia,L492 (R),/melamines/MEL-TAF-012.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L492%28R%29_24X24_72dpi.jpg,HPL: T492 (UR)
MEL-TAF-013,Tafisa,Fogo Harbour,L565,Lummia,L565 (R),/melamines/MEL-TAF-013.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L565%28R%29_24X24_72dpi.jpg,HPL: T565 (UR)
MEL-TAF-014,Tafisa,Weekend Getaway,M2003,Prelude,M2003 (Y),/melamines/MEL-TAF-014.jpg,https://tafisa.ca/sites/default/files/2020-03/tafisa_M2003%28Y%29_24X24_72dpi_1.jpg,HPL: T2003 (VA)
MEL-TAF-015,Tafisa,Crème de la Crème,M2031,SOMMET,M2031 (B),/melamines/MEL-TAF-015.jpg,https://tafisa.ca/sites/default/files/2018-08/M2031%28B%29-Creme-de-la-Creme_Creme-de-la-Creme-_24x24.jpg,HPL: T2031 (BV)
MEL-TAF-016,Tafisa,Natural Affinity,L586,KARISMA,L586 (K),/melamines/MEL-TAF-016.jpg,https://tafisa.ca/sites/default/files/2023-05/L586K%20NaturalAffinity_12x12.jpg,HPL: T586 (KA)
MEL-TAF-017,Tafisa,Free Spirit,L580,KARISMA,L580 (K),/melamines/MEL-TAF-017.jpg,https://tafisa.ca/sites/default/files/2020-10/L580%28K%29%20Free%20Spirit_Esprit%20Libre_24X24%20%28Medium%29_0.jpg,HPL: T580 (KA)
MEL-TAF-018,Tafisa,Niagara,L544,Authentica,L544 (A),/melamines/MEL-TAF-018.jpg,https://tafisa.ca/sites/default/files/2020-03/Tafisa_L544%28A%29_24X24_72dpi.jpg,HPL: T544 (AT)
MEL-TAF-019,Tafisa,Love at First Sight,L590,KARISMA,L590 (K),/melamines/MEL-TAF-019.jpg,https://tafisa.ca/sites/default/files/2023-05/L590-12x12_Compress%C3%A9.jpg,HPL: T590 (KA)
MEL-TAF-020,Tafisa,Summer Breeze,L540,Authentica,L540 (A),/melamines/MEL-TAF-020.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L540%28A%29_24X24_72dpi.jpg,HPL: T540 (AT)
MEL-TAF-021,Tafisa,Mojave,L546,Authentica,L546 (A),/melamines/MEL-TAF-021.jpg,https://tafisa.ca/sites/default/files/2020-03/Tafisa_L546%28A%29_24X24_72dpi.jpg,HPL: T546 (AT)
MEL-TAF-022,Tafisa,Maritime Dune,L555,Lummia,L555 (R),/melamines/MEL-TAF-022.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L555%28R%29_24X24_72dpi.jpg,HPL: T555 (UR)
MEL-TAF-023,Tafisa,Sheer Beauty,L581,KARISMA,L581 (K),/melamines/MEL-TAF-023.jpg,https://tafisa.ca/sites/default/files/2020-10/L581%28K%29%20Sheer%20Beauty_Beaut%C3%A9%20Naturelle_24X24%20%28Medium%29.jpg,HPL: T581 (KA)
MEL-TAF-024,Tafisa,Acacia Honey,L591,KARISMA,L591 (K),/melamines/MEL-TAF-024.jpg,https://tafisa.ca/sites/default/files/2023-05/L591-12x12_Compress%C3%A9.jpg,HPL: T591 (KA)
MEL-TAF-025,Tafisa,Casting at First Light,M2007,Prelude,M2007 (Y),/melamines/MEL-TAF-025.jpg,https://tafisa.ca/sites/default/files/2020-03/Tafisa_M2007%28Y%29_24X24_72dpi.jpg,HPL: T2007 (VA)
MEL-TAF-026,Tafisa,Hardrock Maple,L303,Classic,L303 (C),/melamines/MEL-TAF-026.jpg,https://tafisa.ca/sites/default/files/1000x1000_L303%28C%29_hires.jpg,HPL: T303 (CR)
MEL-TAF-027,Tafisa,Rhapsody,L585,KARISMA,L585 (K),/melamines/MEL-TAF-027.jpg,https://tafisa.ca/sites/default/files/2020-10/L585%28K%29%20Rhapsody_Rhapsodie_24X24%20%28Medium%29.jpg,HPL: T585 (KA)
MEL-TAF-028,Tafisa,Secret,L443,Classic,L443 (C),/melamines/MEL-TAF-028.jpg,https://tafisa.ca/sites/default/files/960x960_L443%28C%29_hires.jpg,HPL: T443 (CR)
MEL-TAF-029,Tafisa,Sheer Beauty,PM581,PerfectMatte,PM581,/melamines/MEL-TAF-029.jpg,https://tafisa.ca/sites/default/files/2024-02/L581%28K%29%20Sheer%20Beauty_Beaut%C3%A9%20Naturelle_24X24%20%28Medium%29.jpg,HPL: T581PM
MEL-TAF-030,Tafisa,Sable Island,L562,Lummia,L562 (R),/melamines/MEL-TAF-030.jpg,https://tafisa.ca/sites/default/files/2020-03/Tafisa_L562%28R%29_24X24_72dpi.jpg,HPL: T562 (UR)
MEL-TAF-031,Tafisa,Prestige Maple,L476,Classic,L476 (C),/melamines/MEL-TAF-031.jpg,https://tafisa.ca/sites/default/files/1000x1000_L476%28C%29_hires.jpg,HPL: T476 (CR)
MEL-TAF-032,Tafisa,Tofino,L564,Lummia,L564 (R),/melamines/MEL-TAF-032.jpg,https://tafisa.ca/sites/default/files/2020-03/Tafisa_L564%28R%29_24X24_72dpi.jpg,HPL: T564 (UR)
MEL-TAF-033,Tafisa,Beach Memories,L491,Sommet,L491 (S),/melamines/MEL-TAF-033.jpg,https://tafisa.ca/sites/default/files/960x960_L491%28S%29_hires.jpg,HPL: T491 (SN)
MEL-TAF-034,Tafisa,Dolce Vita,L488,Sommet,L488 (S),/melamines/MEL-TAF-034.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L488%28S%29_24X24_72dpi.jpg,HPL: T488 (SN)
MEL-TAF-035,Tafisa,Sugar Rush,L587,KARISMA,L587 (K),/melamines/MEL-TAF-035.jpg,https://tafisa.ca/sites/default/files/2023-05/L587K%20SugarRush_12x12.jpg,HPL: T587 (KA)
MEL-TAF-036,Tafisa,Fashionista,HG582,HighGloss,HG582,/melamines/MEL-TAF-036.jpg,https://tafisa.ca/sites/default/files/2024-02/L582%28K%29%20Fashionista_24X24%20%28Medium%29.jpg,HPL: T582HG
MEL-TAF-037,Tafisa,Kiss Curl,PM592,PerfectMatte,PM592,/melamines/MEL-TAF-037.jpg,https://tafisa.ca/sites/default/files/2024-02/TAFISA_L592K_Karisma_24x24_300dpi%20%28Medium%29.jpg,HPL: T592PM
MEL-TAF-038,Tafisa,Tea for Two,M2006,Prelude,M2006 (Y),/melamines/MEL-TAF-038.jpg,https://tafisa.ca/sites/default/files/2020-03/tafisa_M2006%28Y%29_24X24_72dpi.jpg,HPL: T2006 (VA)
MEL-TAF-039,Tafisa,Candlelight,L421,Classic,L421 (C),/melamines/MEL-TAF-039.jpg,https://tafisa.ca/sites/default/files/960x960_L421%28C%29_hires.jpg,HPL: T421 (CR)
MEL-TAF-040,Tafisa,Nutmeg,L481,Sommet,L481 (S),/melamines/MEL-TAF-040.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L481%28S%29_24X24_72dpi.jpg,HPL: T481 (SN)
MEL-TAF-041,Tafisa,Après-Ski,M2015,Prelude,M2015 (Y),/melamines/MEL-TAF-041.jpg,https://tafisa.ca/sites/default/files/2020-03/tafisa_M2015%28Y%29_24X24_72dpi.jpg,HPL: T2015 (VA)
MEL-TAF-042,Tafisa,Kiss Curl,L592,KARISMA,L592 (K),/melamines/MEL-TAF-042.jpg,https://tafisa.ca/sites/default/files/2023-05/L592-12x12_Compress%C3%A9.jpg,HPL: T592 (KA)
MEL-TAF-043,Tafisa,Sweet & Savory,L588,KARISMA,L588 (K),/melamines/MEL-TAF-043.jpg,https://tafisa.ca/sites/default/files/2023-05/L588K%20Sweet%26Savory_12x12.jpg,HPL: T588 (KA)
MEL-TAF-044,Tafisa,Laurentian Path,L556,Lummia,L556 (R),/melamines/MEL-TAF-044.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L556%28R%29_24X24_72dpi.jpg,HPL: T556 (UR)
MEL-TAF-045,Tafisa,Fashionista,L582,KARISMA,L582 (K),/melamines/MEL-TAF-045.jpg,https://tafisa.ca/sites/default/files/2020-10/L582%28K%29%20Fashionista_24X24%20%28Medium%29.jpg,HPL: T582 (KA)
MEL-TAF-046,Tafisa,Salt of the Earth,L589,KARISMA,L589 (K),/melamines/MEL-TAF-046.jpg,https://tafisa.ca/sites/default/files/2023-05/L589K%20SaltOfTheEarth_12x12.jpg,HPL: T589 (KA)
MEL-TAF-047,Tafisa,Rocky Mountain,L557,Lummia,L557 (R),/melamines/MEL-TAF-047.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L557%28R%29_24X24_72dpi.jpg,HPL: T557 (UR)
MEL-TAF-048,Tafisa,Sunday Brunch,M2005,Prelude,M2005 (Y),/melamines/MEL-TAF-048.jpg,https://tafisa.ca/sites/default/files/2020-03/tafisa_M2005%28Y%29_24X24_72dpi.jpg,HPL: T2005 (VA)
MEL-TAF-049,Tafisa,Sugar on Ice,M2014,Prelude,M2014 (Y),/melamines/MEL-TAF-049.jpg,https://tafisa.ca/sites/default/files/2020-03/Tafisa_M2014%28Y%29_24X24_72dpi.jpg,HPL: T2014 (VA)
MEL-TAF-050,Tafisa,Bora Bora,L497,Sommet,L497 (S),/melamines/MEL-TAF-050.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L497%28S%29_24X24_72dpi_0.jpg,HPL: T497 (SN)
MEL-TAF-051,Tafisa,Antigua,L498,Sommet,L498 (S),/melamines/MEL-TAF-051.jpg,https://tafisa.ca/sites/default/files/2020-04/tafisa_L498%28S%29_24X24_72dpi.jpg,HPL: T498 (SN)
